OrderID,OrderDate,CustomerName,Category,Product,Region,City,Quantity,UnitPrice,DiscountPct,Revenue,PaymentMethod,SalesRep
ORD1421,29/11/2024,,Apparel,Baseball Cap,West,Ahmedabad,9,20987.17,0,188884.53,Credit Card,M. Reddy
ORD1619,10/11/2025,Kabir Iyer,APPAREL,Formal Shirt,West,Mumbai,5,21126.43,0.2,84505.72,,R. Verma
ORD1323,27/01/2025,Diya Menon,APPAREL,Running Shoes,west,Mumbai,7,15892.17,0.2,88996.15,Net Banking,T. Joshi
ORD1729,23-Jan-2024,Reyansh Singh,APPAREL,Baseball Cap,south,Bengaluru,6,21211.22,0.05,120903.95,Debit Card,P. Nair
ORD1439,26-Sep-2025,Reyansh Bhatt,  Beauty  ,Lipstick,West,Pune,6,,0.2,54882.53,DEBIT CARD,A. Sharma
ORD1855,2024-07-12,Diya Malhotra,books,Business Guide,West,Pune,2,12474.64,0.25,18711.96,DEBIT CARD,S. Iyer
ORD1184,07/04/2025,Ravi Iyer,BEAUTY,Sunscreen SPF50,SOUTH,Bengaluru,8,18731.21,0.15,127372.23,NET BANKING,T. Joshi
ORD1368,06-Jan-2024,Vihaan Sharma,HOME & KITCHEN,Blender,East,Patna,9,21887.96,0,196991.64,Credit Card,A. Sharma
ORD1891,16/03/2025,Isha Kumar,Electronics,Laptop Stand,west,Mumbai,10,928.38,0.2,7427.04,Credit Card,M. Reddy
ORD1343,11/03/2025,Vihaan Verma,BEAUTY,Sunscreen SPF50,west,Pune,4,21131.29,0.15,71846.39,  Cash on Delivery  ,T. Joshi
ORD1307,02/03/2025,Sai Joshi,  Home & Kitchen  ,LED Desk Lamp,east,Bhubaneswar,3,7616.94,0.25,17138.11,UPI,K. Singh
ORD1218,02-Oct-2024,Pooja Joshi,sports,Skipping Rope,North,Lucknow,10,13099.45,0.2,104795.6,DEBIT CARD,S. Iyer
ORD1971,13/09/2025,Vivaan Menon,BOOKS,Biography,west,Mumbai,5,2994.67,0,14973.35,Net Banking,M. Reddy
ORD1038,02/19/2025,Myra Bhatt,Sports,Resistance Bands,west,Ahmedabad,3,4917.23,0.2,11801.35,  Debit Card  ,K. Singh
ORD1314,08/01/2024,,Home & Kitchen,Cutlery Set,East,Kolkata,9,20634.12,0.2,148565.66,Cash on Delivery,R. Verma
ORD1584,02/05/2024,Ravi Nair,Apparel,Baseball Cap,east,Patna,5,10516.35,0.25,39436.31,Debit Card,A. Sharma
ORD1189,04/04/2025,Myra Rao,electronics,Bluetooth Speaker,West,Mumbai,3,19258.96,0.2,46221.5,UPI,N. Gupta
ORD1482,2025-09-26,Ravi Bose,sports,Football,south,Hyderabad,7,11130.6,0,77914.2,DEBIT CARD,K. Singh
ORD1037,13-Nov-2025,Neha Gupta,sports,Yoga Mat,  South  ,Chennai,6,15635.41,0,93812.46,UPI,K. Singh
ORD1900,2024-04-01,Myra Rao,Apparel,Running Shoes,West,Pune,5,17597.0,,87985,Credit Card,R. Verma
ORD1771,04/03/2024,Aditya Reddy,Sports,Yoga Mat,North,Chandigarh,1,15914.02,0,15914.02,  Debit Card  ,S. Iyer
ORD1871,13/01/2024,Ananya Sharma,ELECTRONICS,Bluetooth Speaker,  West  ,Ahmedabad,3,9226.32,0,27678.96,debit card,R. Verma
ORD1523,08/28/2025,Meera Mehta,electronics,Smartwatch,EAST,Kolkata,5,21467.78,0,107338.9,  Credit Card  ,S. Iyer
ORD1479,2024-02-14,Sneha Chatterjee,electronics,Webcam,East,,9,15360.0,0,138240,net banking,N. Gupta
ORD1234,11/19/2025,Vihaan Bose,SPORTS,Skipping Rope,North,Chandigarh,10,4437.31,0.1,39935.79,cash on delivery,R. Verma
ORD1103,30/12/2025,Aarav Verma,Electronics,Smartwatch,  West  ,Ahmedabad,8,21205.37,0.2,135714.37,Credit Card,T. Joshi
ORD1757,2025-04-27,Rohan Malhotra,Home & Kitchen,Coffee Maker,  South  ,Chennai,8,1845.69,0.05,14027.24,NET BANKING,S. Iyer
ORD1759,12/10/2025,Vihaan Singh,electronics,Smartwatch,South,Chennai,4,17903.14,0.05,68031.93,Net Banking,A. Sharma
ORD1720,09/04/2025,Priya Bose,Sports,Football,NORTH,Chandigarh,7,22016.46,0,154115.22,  UPI  ,A. Sharma
ORD1066,27-Sep-2024,Karan Menon,  Sports  ,Cycling Helmet,  West  ,Pune,1,15299.33,0,15299.33,debit card,P. Nair
ORD1419,07/15/2025,Aditya Reddy,Apparel,Winter Jacket,East,Patna,3,10016.58,0,30049.74,credit card,T. Joshi
ORD1164,07/02/2025,Sneha Bose,Beauty,Hair Dryer,NORTH,Chandigarh,9,7101.06,0,63909.54,Debit Card,R. Verma
ORD1264,2024-02-06,Aarav Joshi,Books,Children's Storybook,North,Delhi,1,11873.35,0.2,9498.68,debit card,S. Iyer
ORD1232,03-Jul-2025,Aarav Reddy,APPAREL,Sneakers,west,Pune,4,7066.87,0,28267.48,cash on delivery,R. Verma
ORD1561,2025-04-10,Aditya Sharma,  Home & Kitchen  ,LED Desk Lamp,South,Hyderabad,8,16775.53,0,134204.24,NET BANKING,A. Sharma
ORD1236,16-May-2025,Ananya Malhotra,beauty,Lipstick,  West  ,Pune,9,17381.81,0,156436.29,CASH ON DELIVERY,S. Iyer
ORD1492,2024-08-01,Neha Verma,  Books  ,Biography,East,Bhubaneswar,9,7588.69,0.15,58053.48,Cash on Delivery,A. Sharma
ORD1176,2025-07-17,Sai Rao,ELECTRONICS,USB-C Hub,  South  ,Bengaluru,6,17976.35,0,107858.1,DEBIT CARD,A. Sharma
ORD1807,27-Oct-2025,Myra Menon,Electronics,USB-C Hub,West,Pune,3,16372.0,0.2,39292.8,Credit Card,T. Joshi
ORD1861,2024-08-19,Kabir Sharma,beauty,Face Wash,south,Bengaluru,4,10764.32,0,43057.28,UPI,K. Singh
ORD1072,07/12/2024,Karan Rao,  Sports  ,Badminton Racket,East,Kolkata,8,24231.02,0.25,145386.12,  UPI  ,N. Gupta
ORD1126,2024-11-13,Karan Iyer,Home & Kitchen,Blender,East,Kolkata,6,7859.26,0.2,37724.45,debit card,R. Verma
ORD1090,2024-11-12,Isha Menon,Apparel,Formal Shirt,South,Hyderabad,5,16992.45,,84962.25,CREDIT CARD,A. Sharma
ORD1118,06/27/2025,Arjun Joshi,sports,Dumbbell Set,West,Pune,6,19511.08,0,117066.48,Cash on Delivery,R. Verma
ORD1322,08/02/2024,Arjun Singh,Home & Kitchen,Blender,NORTH,Chandigarh,6,15917.3,0,95503.8,net banking,K. Singh
ORD1633,01/11/2025,Ananya Pillai,SPORTS,Badminton Racket,SOUTH,Chennai,6,20018.29,0.05,114104.25,CREDIT CARD,N. Gupta
ORD1972,17-May-2025,Sai Bose,Books,Fiction Novel,South,Chennai,7,3460.43,0.05,23011.86,  Debit Card  ,K. Singh
ORD1548,02/25/2025,Ravi Iyer,Apparel,Women's Jeans,EAST,Bhubaneswar,4,3705.73,0.1,13340.63,Cash on Delivery,T. Joshi
ORD1062,2024-02-25,Ananya Patel,Apparel,Baseball Cap,South,Chennai,1,17744.26,,17744.26,UPI,A. Sharma
ORD1715,03/10/2025,Neha Gupta,beauty,Face Moisturizer,South,Hyderabad,4,5042.39,0.15,17144.13,upi,R. Verma
ORD1187,19-Nov-2025,Diya Kapoor,beauty,Nail Polish,north,Chandigarh,7,11501.44,0,80510.08,CASH ON DELIVERY,T. Joshi
ORD1681,2025-03-08,Ananya Sharma,Beauty,Hair Dryer,East,Patna,1,22274.44,0.1,20047,DEBIT CARD,K. Singh
ORD1402,08/05/2025,Karan Malhotra,beauty,Hair Dryer,WEST,Pune,4,18973.21,0.25,56919.63,NET BANKING,A. Sharma
ORD1233,03/09/2025,Rohan Nair,  Apparel  ,Formal Shirt,east,Kolkata,5,16816.93,0.25,63063.49,Cash on Delivery,M. Reddy
ORD1563,02/26/2024,Meera Bhatt,electronics,Smartwatch,  West  ,Pune,10,19892.8,0,198928,Cash on Delivery,M. Reddy
ORD1073,10/04/2025,Neha Malhotra,HOME & KITCHEN,Coffee Maker,South,Chennai,5,16615.2,0.2,66460.8,CASH ON DELIVERY,A. Sharma
ORD1478,03/04/2024,Karan Reddy,  Sports  ,Yoga Mat,south,Chennai,8,2390.96,0.15,16258.53,DEBIT CARD,R. Verma
ORD1271,2024-11-21,Diya Joshi,BEAUTY,Face Moisturizer,west,Ahmedabad,-5,6635.62,0.15,28201.38,Net Banking,M. Reddy
ORD1112,2025-02-28,Aditya Mehta,apparel,Running Shoes,  North  ,Lucknow,8,16599.18,0.25,99595.08,Cash on Delivery,T. Joshi
ORD1470,24-Aug-2024,Meera Mehta,apparel,Running Shoes,North,Lucknow,10,14241.02,0.05,135289.69,cash on delivery,P. Nair
ORD1515,2025-05-13,Diya Patel,Apparel,Yoga Pants,EAST,Bhubaneswar,3,3486.79,0,10460.37,  Credit Card  ,S. Iyer
ORD1498,16-Oct-2025,Rohan Verma,Books,Children's Storybook,North,Chandigarh,2,13086.36,0.1,23555.45,  Credit Card  ,K. Singh
ORD1227,04/02/2025,Sneha Kapoor,Electronics,Bluetooth Speaker,east,Kolkata,9,14575.88,0.05,124623.77,  Net Banking  ,M. Reddy
ORD1330,16/10/2024,Meera Iyer,SPORTS,Dumbbell Set,  East  ,Patna,7,20791.72,0,145542.04,  Cash on Delivery  ,R. Verma
ORD1562,27/06/2025,Vihaan Bose,SPORTS,Cricket Bat,  West  ,Mumbai,1,21530.51,0,21530.51,Net Banking,M. Reddy
ORD1427,23/10/2024,Pooja Mehta,Beauty,Hair Dryer,EAST,Patna,7,4821.82,0,33752.74,DEBIT CARD,S. Iyer
ORD1196,09/03/2024,Neha Rao,Home & Kitchen,Air Fryer,  East  ,Patna,3,7602.23,0,22806.69,CASH ON DELIVERY,T. Joshi
ORD1337,02/17/2024,Aarav Iyer,beauty,Face Wash,east,Patna,,23021.89,0,184175.12,Net Banking,T. Joshi
ORD1654,22-May-2025,Neha Gupta,SPORTS,Resistance Bands,South,Chennai,1,12906.54,0.25,9679.91,DEBIT CARD,S. Iyer
ORD1779,2024-02-05,Vihaan Verma,BOOKS,Cookbook,WEST,Ahmedabad,7,23173.99,0.05,154107.03,DEBIT CARD,T. Joshi
ORD1029,2025-07-18,Vivaan Sharma,Electronics,Bluetooth Speaker,west,Pune,6,19312.31,0.1,104286.47,debit card,T. Joshi
ORD1587,05/10/2025,Vihaan Verma,home & kitchen,Bed Sheet Set,  West  ,Ahmedabad,5,7397.85,0,36989.25,CASH ON DELIVERY,P. Nair
ORD1474,07/04/2025,Priya Kumar,Sports,Skipping Rope,North,Lucknow,7,15345.9,0,107421.3,,R. Verma
ORD1502,2024-11-15,Vivaan Gupta,SPORTS,Yoga Mat,NORTH,Chandigarh,7,9889.13,0.25,51917.93,cash on delivery,M. Reddy
ORD1138,14/02/2024,Aditya Kapoor,Home & Kitchen,Vacuum Cleaner,west,Mumbai,6,1831.83,0,10990.98,Net Banking,T. Joshi
ORD1554,22-Aug-2025,Kabir Rao,  Electronics  ,Noise Cancelling Headphones,South,Bengaluru,4,9481.98,0.05,36031.52,credit card,T. Joshi
ORD1987,2024-11-22,Rohan Patel,Apparel,Sneakers,  East  ,Kolkata,6,19538.18,0.1,105506.17,DEBIT CARD,K. Singh
ORD1945,05/31/2024,Arjun Kapoor,sports,Yoga Mat,  East  ,Bhubaneswar,10,12186.22,0.1,109675.98,CASH ON DELIVERY,A. Sharma
ORD1394,2025-06-04,Sai Joshi,HOME & KITCHEN,Air Fryer,SOUTH,Hyderabad,8,19610.27,0,156882.16,Credit Card,P. Nair
ORD1383,24-Oct-2025,Arjun Nair,Home & Kitchen,Coffee Maker,south,Chennai,8,,0.25,101576.7,DEBIT CARD,S. Iyer
ORD1272,22-Apr-2025,Isha Iyer,sports,Cycling Helmet,SOUTH,Bengaluru,10,2857.97,0,28579.7,debit card,T. Joshi
ORD1779,2024-02-05,Vihaan Verma,books,Cookbook,West,Ahmedabad,7,23173.99,0.05,154107.03,Debit Card,T. Joshi
ORD1670,2025-03-16,Reyansh Das,beauty,Face Moisturizer,north,Chandigarh,3,4491.66,,13474.98,CREDIT CARD,M. Reddy
ORD1466,08/09/2025,Diya Gupta,apparel,Formal Shirt,west,Ahmedabad,7,13089.84,0.05,87047.44,Net Banking,P. Nair
ORD1649,11/28/2024,Reyansh Menon,ELECTRONICS,Webcam,West,Pune,1,,0,8336.26,Cash on Delivery,T. Joshi
ORD1481,14-Sep-2025,Aarav Menon,apparel,Women's Jeans,  South  ,Bengaluru,5,453.36,0.25,1700.1,Net Banking,A. Sharma
ORD1329,11/04/2024,Priya Nair,Books,Fiction Novel,west,Pune,9,6430.55,0,57874.95,Debit Card,A. Sharma
ORD1013,29-Feb-2024,Arjun Malhotra,HOME & KITCHEN,Blender,North,Lucknow,,2929.91,0.15,2490.42,  UPI  ,P. Nair
ORD1603,16-May-2025,Sneha Mehta,  Books  ,Children's Storybook,West,Pune,3,19234.79,0,57704.37,credit card,K. Singh
ORD1926,22/05/2024,Sai Das,HOME & KITCHEN,Cutlery Set,WEST,Ahmedabad,10,,0.05,25680.21,CREDIT CARD,A. Sharma
ORD1207,03/09/2024,Sneha Rao,books,Cookbook,  East  ,Kolkata,3,2809.36,0,8428.08,Cash on Delivery,S. Iyer
ORD1104,04/09/2025,Meera Iyer,SPORTS,Dumbbell Set,north,Chandigarh,2,3285.86,0.15,5585.96,Net Banking,K. Singh
ORD1490,12/15/2024,Myra Kapoor,HOME & KITCHEN,LED Desk Lamp,NORTH,Chandigarh,9,8199.51,0,73795.59,Credit Card,M. Reddy
ORD1310,04/09/2024,Isha Mehta,SPORTS,Yoga Mat,EAST,Patna,6,20614.13,0.2,98947.82,credit card,A. Sharma
ORD1517,30/08/2024,Vihaan Joshi,  Beauty  ,Face Wash,West,Pune,3,10705.58,0,32116.74,CASH ON DELIVERY,T. Joshi
ORD1223,10/25/2024,Pooja Singh,Home & Kitchen,Coffee Maker,south,Hyderabad,9,818.87,0.25,5527.37,Debit Card,T. Joshi
ORD1154,2024-03-21,Diya Patel,sports,Yoga Mat,North,Lucknow,3,4174.88,0.05,11898.41,UPI,K. Singh
ORD1181,27-Nov-2024,Arjun Gupta,  Beauty  ,Face Wash,West,Ahmedabad,7,16781.01,0,117467.07,Debit Card,T. Joshi
ORD1657,07/02/2024,Reyansh Pillai,BOOKS,Business Guide,East,Bhubaneswar,2,19250.87,0,38501.74,credit card,T. Joshi
ORD1183,11-Jan-2025,Sai Bose,books,Cookbook,SOUTH,Bengaluru,5,4118.96,0.1,18535.32,credit card,K. Singh
ORD1893,04/04/2024,Rohan Rao,Home & Kitchen,Air Fryer,NORTH,Chandigarh,9,5470.51,0.1,44311.13,Debit Card,A. Sharma
ORD1332,06/01/2024,Ravi Kumar,APPAREL,Men's T-Shirt,WEST,Mumbai,4,218.04,0,872.16,credit card,T. Joshi
ORD1583,01/03/2024,Karan Patel,HOME & KITCHEN,Cutlery Set,north,Chandigarh,8,14048.13,0.25,84288.78,DEBIT CARD,A. Sharma
ORD1142,30/01/2025,Arjun Mehta,apparel,Baseball Cap,East,Kolkata,2,20013.66,0.2,32021.86,Net Banking,T. Joshi
ORD1772,29-Jun-2024,,APPAREL,Winter Jacket,  South  ,Hyderabad,8,7889.85,0.05,59962.86,DEBIT CARD,N. Gupta
ORD1667,14/05/2024,Rohan Joshi,Books,Self-Help Book,  West  ,Pune,9,5609.6,0.15,42913.44,  Cash on Delivery  ,T. Joshi
ORD1786,04/05/2025,Priya Nair,apparel,Women's Jeans,East,Kolkata,5,1746.92,0,8734.6,  Cash on Delivery  ,P. Nair
ORD1559,03/11/2025,Aarav Rao,sports,Football,south,Hyderabad,1,1145.46,0.25,859.1,  Cash on Delivery  ,A. Sharma
ORD1612,2024-09-30,Ananya Sharma,  Electronics  ,Smartwatch,north,Chandigarh,9,8254.0,,55714.5,NET BANKING,N. Gupta
ORD1717,2025-08-15,Arjun Kapoor,sports,Football,East,Kolkata,4,23597.16,0.25,70791.48,CREDIT CARD,T. Joshi
ORD1317,2025-12-03,Neha Chatterjee,BOOKS,Biography,East,Bhubaneswar,7,18457.79,0.05,122744.3,UPI,P. Nair
ORD1416,17/10/2025,Rohan Gupta,HOME & KITCHEN,Bed Sheet Set,WEST,Ahmedabad,7,15399.54,0.25,80847.58,DEBIT CARD,S. Iyer
ORD1211,17-Jan-2024,Aditya Mehta,Beauty,Nail Polish,  East  ,Kolkata,9,14153.22,0,127378.98,DEBIT CARD,M. Reddy
ORD1778,18/09/2024,Vivaan Nair,books,Children's Storybook,North,Chandigarh,7,23313.42,0,163193.94,Debit Card,N. Gupta
ORD1143,16/03/2025,Ravi Das,home & kitchen,Blender,  West  ,Ahmedabad,9,6778.01,0,61002.09,net banking,R. Verma
ORD1003,2025-01-24,Neha Kumar,SPORTS,Cycling Helmet,North,Delhi,5,4013.67,0.15,17058.1,Credit Card,R. Verma
ORD1363,25/01/2024,Neha Nair,  Electronics  ,USB-C Hub,South,Hyderabad,4,13513.19,0.2,43242.21,CREDIT CARD,S. Iyer
ORD1005,24-Jan-2025,Aditya Verma,Beauty,Perfume,South,Hyderabad,4,19360.75,0,77443,debit card,R. Verma
ORD1045,24-Aug-2024,Myra Joshi,apparel,Baseball Cap,West,Mumbai,5,8495.81,0,42479.05,  Debit Card  ,S. Iyer
ORD1963,02-May-2025,Diya Sharma,books,Biography,  North  ,Chandigarh,3,3670.9,0.05,10462.07,Debit Card,P. Nair
ORD1282,2024-09-10,Vivaan Malhotra,home & kitchen,Vacuum Cleaner,North,Chandigarh,9,9032.21,0.05,77225.4,Debit Card,R. Verma
ORD1690,2025-05-07,Ravi Sharma,HOME & KITCHEN,LED Desk Lamp,south,Bengaluru,2,13756.3,0,27512.6,Credit Card,N. Gupta
ORD1203,19/10/2025,Priya Pillai,Apparel,Winter Jacket,East,Kolkata,4,12557.64,0.15,42695.98,upi,T. Joshi
ORD1303,13-Jan-2024,Priya Bhatt,Home & Kitchen,Bed Sheet Set,North,Delhi,7,13868.55,0.1,87371.86,Cash on Delivery,T. Joshi
ORD1572,31-Aug-2024,Ananya Bhatt,Home & Kitchen,Cutlery Set,South,Hyderabad,5,4679.67,0,23398.35,debit card,S. Iyer
ORD1366,2025-09-13,Karan Verma,  Books  ,Children's Storybook,  North  ,,2,9038.85,0,18077.7,UPI,K. Singh
ORD1359,05/12/2024,Pooja Bhatt,beauty,Shampoo,SOUTH,Chennai,7,2434.85,0.05,16191.75,Debit Card,M. Reddy
ORD1582,25/01/2025,Ananya Bhatt,Electronics,Portable SSD,  East  ,Bhubaneswar,8,17799.64,0,142397.12,Debit Card,S. Iyer
ORD1528,30-Sep-2024,Pooja Das,Books,Cookbook,north,Delhi,7,15320.57,0.1,96519.59,UPI,K. Singh
ORD1372,08/02/2025,Ravi Bose,  Home & Kitchen  ,Coffee Maker,  South  ,Chennai,6,15466.11,0.1,83516.99,CASH ON DELIVERY,S. Iyer
ORD1607,17-Mar-2025,Rohan Bose,sports,Badminton Racket,east,Bhubaneswar,1,966.57,0.1,869.91,debit card,T. Joshi
ORD1500,04/10/2024,Meera Bhatt,Apparel,Baseball Cap,North,Delhi,9,2694.03,0.15,20609.33,  Cash on Delivery  ,M. Reddy
ORD1599,2025-07-21,Ravi Nair,Home & Kitchen,Non-stick Pan,North,Chandigarh,7,7197.74,0.1,45345.76,Net Banking,P. Nair
ORD1238,13-Aug-2024,Ravi Rao,sports,Badminton Racket,WEST,Ahmedabad,8,12294.18,0,98353.44,cash on delivery,A. Sharma
ORD1274,24-Nov-2025,Arjun Iyer,Books,Cookbook,North,Delhi,2,17822.26,0.15,30297.84,Net Banking,A. Sharma
ORD1692,08-Feb-2025,Arjun Gupta,books,Biography,South,Hyderabad,10,16662.88,0.2,133303.04,  Net Banking  ,P. Nair
ORD1195,2024-02-18,Myra Mehta,BOOKS,Children's Storybook,SOUTH,Chennai,1,13984.45,0,13984.45,NET BANKING,T. Joshi
ORD1514,05/22/2024,,beauty,Face Wash,East,Patna,7,10964.47,0.05,72913.73,Debit Card,T. Joshi
ORD1876,10/03/2024,Priya Chatterjee,Sports,Badminton Racket,east,Patna,3,1508.59,0.15,3846.9,,P. Nair
ORD1628,09/18/2024,Sai Bhatt,  Sports  ,Cycling Helmet,EAST,Patna,4,21462.53,0.2,68680.1,credit card,N. Gupta
ORD1210,09/12/2025,Arjun Pillai,apparel,Women's Jeans,West,Pune,2,22385.56,0,44771.12,DEBIT CARD,P. Nair
ORD1163,01/06/2025,Vihaan Chatterjee,Sports,Cricket Bat,East,Patna,6,1274.27,0,7645.62,CASH ON DELIVERY,P. Nair
ORD1678,2024-10-13,Priya Bhatt,Books,Business Guide,  East  ,Bhubaneswar,5,18080.54,0.15,76842.3,UPI,A. Sharma
ORD1803,12/27/2025,,SPORTS,Dumbbell Set,east,Bhubaneswar,7,2568.39,0.15,15281.92,Cash on Delivery,A. Sharma
ORD1088,08/30/2024,Reyansh Bose,  Beauty  ,Hair Dryer,west,Ahmedabad,5,5100.54,0.2,20402.16,Net Banking,R. Verma
ORD1775,09-Nov-2024,Pooja Iyer,Sports,Dumbbell Set,East,Patna,9,18207.21,0.1,147478.4,Net Banking,T. Joshi
ORD1615,15-Aug-2025,Reyansh Verma,books,Fiction Novel,south,Chennai,5,24906.26,0.2,99625.04,Debit Card,R. Verma
ORD1191,12/20/2024,Pooja Rao,Electronics,Wireless Mouse,  East  ,Bhubaneswar,9,9575.02,0.05,81866.42,DEBIT CARD,T. Joshi
ORD1179,2024-10-06,Meera Nair,  Electronics  ,Wireless Mouse,East,Patna,6,7221.36,0.25,32496.12,Debit Card,T. Joshi
ORD1393,14/08/2025,Pooja Bhatt,  Home & Kitchen  ,Air Fryer,south,Chennai,8,4591.18,0.25,27547.08,  UPI  ,K. Singh
ORD1409,19-Sep-2025,Aarav Sharma,electronics,Webcam,EAST,,4,9578.79,0,38315.16,upi,M. Reddy
ORD1570,2025-04-13,Arjun Rao,Electronics,Wireless Mouse,South,Hyderabad,10,8668.39,0.15,73681.31,net banking,T. Joshi
ORD1968,12/09/2025,Myra Chatterjee,books,Self-Help Book,  East  ,Patna,2,22916.58,0.25,34374.87,net banking,T. Joshi
ORD1704,23-Jul-2025,Pooja Pillai,Beauty,Hair Dryer,NORTH,Delhi,2,7620.86,0.2,12193.38,CREDIT CARD,S. Iyer
ORD1512,01/13/2025,Aarav Menon,BOOKS,Cookbook,North,Lucknow,9,10194.31,0,91748.79,UPI,A. Sharma
ORD1712,03/01/2024,Reyansh Reddy,apparel,Baseball Cap,SOUTH,Hyderabad,1,24799.99,0.1,22319.99,  Cash on Delivery  ,T. Joshi
ORD1440,2025-09-19,,home & kitchen,Vacuum Cleaner,east,,7,4868.26,0.25,25558.36,CASH ON DELIVERY,S. Iyer
ORD1472,15-Aug-2024,Isha Joshi,SPORTS,Badminton Racket,South,Bengaluru,1,10303.44,0,10303.44,upi,N. Gupta
ORD1399,2025-07-26,Isha Kapoor,HOME & KITCHEN,Air Fryer,WEST,Ahmedabad,1,18462.6,0,18462.6,credit card,K. Singh
ORD1593,04/20/2024,Sai Gupta,  Apparel  ,Running Shoes,north,Chandigarh,1,19401.1,0.2,15520.88,Credit Card,P. Nair
ORD1651,2024-10-18,Priya Gupta,  Sports  ,Cycling Helmet,SOUTH,Bengaluru,1,21330.79,0,21330.79,net banking,N. Gupta
ORD1709,2025-05-20,Aarav Mehta,Apparel,Sneakers,North,Delhi,6,4909.07,0.1,26508.98,debit card,P. Nair
ORD1877,07/03/2024,Meera Kumar,Electronics,Bluetooth Speaker,North,Chandigarh,1,6102.32,0,6102.32,  Cash on Delivery  ,R. Verma
ORD1044,10/03/2025,Ravi Bose,beauty,Face Wash,WEST,Mumbai,5,18831.65,0.1,84742.43,cash on delivery,T. Joshi
ORD1262,05/23/2025,Arjun Rao,books,Cookbook,North,Delhi,5,13167.78,0.1,59255.01,cash on delivery,R. Verma
ORD1567,13/04/2025,Pooja Bhatt,beauty,Shampoo,west,Ahmedabad,5,11381.66,0.15,48372.06,CREDIT CARD,P. Nair
ORD1430,02/05/2025,Rohan Verma,Sports,Cycling Helmet,WEST,Pune,6,2143.54,0,12861.24,Credit Card,K. Singh
ORD1229,09-Mar-2024,Sneha Malhotra,Home & Kitchen,Bed Sheet Set,west,Mumbai,6,11982.64,0.25,53921.88,Net Banking,M. Reddy
ORD1006,06/30/2025,Vihaan Das,home & kitchen,Cutlery Set,East,Kolkata,4,16803.85,0,67215.4,cash on delivery,S. Iyer
ORD1990,16-Sep-2025,Karan Chatterjee,Sports,Yoga Mat,East,Bhubaneswar,5,20705.39,0,103526.95,Credit Card,K. Singh
ORD1820,07/18/2025,Myra Pillai,electronics,Bluetooth Speaker,south,Hyderabad,8,2524.18,0.15,17164.42,CASH ON DELIVERY,K. Singh
ORD1319,15-Jan-2025,Arjun Gupta,Books,Children's Storybook,South,Hyderabad,4,8978.79,0.1,32323.64,Net Banking,M. Reddy
ORD1881,25-Aug-2024,,Beauty,Face Wash,West,Ahmedabad,3,3915.71,0.25,8810.35,credit card,R. Verma
ORD1313,20/01/2025,Ananya Menon,ELECTRONICS,Wireless Mouse,west,Mumbai,1,5710.69,0.1,5139.62,UPI,N. Gupta
ORD1076,04/05/2024,Meera Joshi,sports,Dumbbell Set,north,Lucknow,3,7872.14,0,23616.42,Cash on Delivery,N. Gupta
ORD1174,2025-11-02,Vihaan Iyer,BOOKS,Children's Storybook,WEST,Pune,5,1195.35,0,5976.75,UPI,T. Joshi
ORD1842,03/17/2025,Aarav Verma,Home & Kitchen,Non-stick Pan,south,Bengaluru,6,5417.64,0.25,24379.38,UPI,R. Verma
ORD1052,12/01/2025,Diya Malhotra,apparel,Men's T-Shirt,South,Bengaluru,2,14164.64,0.05,26912.82,net banking,K. Singh
ORD1552,10-Jun-2024,Meera Bose,APPAREL,Yoga Pants,EAST,Bhubaneswar,1,2744.86,0,2744.86,CASH ON DELIVERY,S. Iyer
ORD1797,13-Aug-2025,Karan Reddy,electronics,Bluetooth Speaker,north,Chandigarh,2,14385.05,0,28770.1,UPI,N. Gupta
ORD1488,2024-01-25,Ananya Menon,beauty,Nail Polish,West,Pune,4,17758.39,0.05,67481.88,credit card,R. Verma
ORD1221,05-May-2025,Arjun Rao,beauty,Face Wash,  East  ,Bhubaneswar,10,3532.69,0.15,30027.87,CASH ON DELIVERY,P. Nair
ORD1509,12/02/2025,Sai Bose,Beauty,Nail Polish,East,Patna,3,7804.69,0.2,18731.26,credit card,R. Verma
ORD1586,24-Feb-2024,Karan Verma,BEAUTY,Face Moisturizer,East,Kolkata,3,8094.08,0,24282.24,UPI,S. Iyer
ORD1388,05/04/2024,Sai Singh,APPAREL,Yoga Pants,  South  ,Hyderabad,8,22554.96,0,180439.68,cash on delivery,R. Verma
ORD1094,09/16/2025,Priya Das,Books,Business Guide,East,Patna,2,Rs.16919.69,0.25,25379.53,CREDIT CARD,M. Reddy
ORD1149,05/18/2024,Rohan Reddy,SPORTS,Dumbbell Set,East,Bhubaneswar,10,7246.59,0.25,54349.42,  Debit Card  ,R. Verma
ORD1483,11/14/2025,Ananya Iyer,  Books  ,Children's Storybook,SOUTH,Bengaluru,1,16383.93,0,16383.93,DEBIT CARD,A. Sharma
ORD1853,03/10/2025,Reyansh Singh,Electronics,Wireless Mouse,  East  ,Kolkata,5,24294.38,0,121471.9,Net Banking,K. Singh
ORD1250,06/15/2025,Aditya Nair,home & kitchen,Vacuum Cleaner,WEST,Ahmedabad,1,5453.52,0,5453.52,,P. Nair
ORD1341,04/02/2025,Aditya Bose,Books,Biography,West,Mumbai,8,20061.34,0.25,120368.04,  Credit Card  ,T. Joshi
